Hotels,Ratings,Reviews
Hotel Evergreen Place Siam by UHG,8.4,"[{'score': '9', 'comments': 'Exellent But no good'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Such a good stay that it will be from now on my destinatoon in BKK.'}, {'score': '7.0', 'comments': 'Close to BTS/ARL, boat, near everything and not to expensive for the standing.'}, {'score': '9.0', 'comments': 'Wonderful staycation.'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'As i have said the hotel is really worth the money....'}, {'score': '9.2', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'I really enjoyed my stay and would stay there again when i go to Bangkok in the future.....'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '7.0', 'comments': 'Good'}, {'score': '9.0', 'comments': 'Very good.'}, {'score': '8.0', 'comments': 'Best location'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '7.0', 'comments': 'Good'}, {'score': '9.0', 'comments': 'Excellent hotel'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Very relaxing, nice stay, great value'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Best value!'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'I stayed several times at this hotel and will come back again.'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Best place to stay this year'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'The friendly and helpful staff and great breakfast selections make the stay worth it!'}, {'score': '8.0', 'comments': 'Very nice hotel, well located and with wonderful staff.'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'had a great experience staying there'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '7.0', 'comments': 'Good'}, {'score': '8.0', 'comments': 'Good value for money'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '7.0', 'comments': 'Good place for a short stay'}, {'score': '7.0', 'comments': 'Good'}, {'score': '7.0', 'comments': 'Good'}, {'score': '9.0', 'comments': 'Looking forward to visiting again'}, {'score': '8.0', 'comments': 'Good for room function , Choice of Wifi should be improved =w= U<U'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '7.0', 'comments': 'Sweet!'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '7.0', 'comments': 'Good'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Very good'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '7.0', 'comments': 'Good'}, {'score': '9.0', 'comments': 'Worth the price'}, {'score': '9.0', 'comments': 'Great place to stay near everything'}, {'score': '8.0', 'comments': 'I liked our experience 🙃'}, {'score': '9.0', 'comments': 'We will return on our next trip to Bangkok'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Impressive experience'}, {'score': '9.0', 'comments': 'Amazing location and price'}, {'score': '8.0', 'comments': 'good choice with great deal'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Good place to stay'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'Cheap and well positioned'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Excellent location, great staff, and comfy bed.'}, {'score': '9.0', 'comments': 'Plenty of room in the deluxe rooms'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '7.0', 'comments': 'Good'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '7.0', 'comments': 'Average'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Very nice hotel'}, {'score': '8.0', 'comments': 'good'}, {'score': '9.0', 'comments': 'Nice hotel!'}, {'score': '7.0', 'comments': 'Good'}, {'score': '9.0', 'comments': 'Great Hotel!'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '7.0', 'comments': 'Very happy with the resort and its location. Excellent value for money, very helpful staff'}, {'score': '7.0', 'comments': 'Good location, close to airport train and MBK Mall.'}, {'score': '7.0', 'comments': 'Good'}, {'score': '7.0', 'comments': 'Good'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Great location for shopping and easy access to BTS station'}, {'score': '8.8', 'comments': 'Excellent'}]"
Hotel lebua at State Tower (The World’s First Vertical Destination),8.8,"[{'score': '0', 'comments': 'Exceptional bad quality'}, {'score': '10', 'comments': 'Good'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Good for work trip'}, {'score': '9.0', 'comments': 'Good value for money. Nice hotel'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Less facilities in bathroom'}, {'score': '10', 'comments': 'Great new hotel, fantastic va!ue.'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Good'}, {'score': '8.0', 'comments': 'Good'}, {'score': '10', 'comments': 'All good'}, {'score': '10', 'comments': 'Clean room, near convenient store'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Excellent family suites'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Wonderful Breakfast'}, {'score': '10', 'comments': ""This promotional price truly made this place be known. I'll definitely come back!""}, {'score': '8.0', 'comments': 'For all I really recommend this place, worth for your money.'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'Well managed and efficient hotel and excellent base for exploring Bangkok.'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'Very good stay'}, {'score': '10', 'comments': ""Can't find anything better than this""}, {'score': '9.0', 'comments': 'Good'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'We enjoyed our stay at the hotel for 3 nights! Our room felt like home. Amazing staff as well. :)'}, {'score': '8.0', 'comments': 'urban style,great location and friendly staffs'}, {'score': '10', 'comments': 'Nice place to stay.'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Place worth staying, exceeds expectation.'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Excellent experience'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'Parking'}, {'score': '8.0', 'comments': 'clean, good location, good food!'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'all together was ok. I can recommend it'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Fabulous location in Ari, amazing views, pool and breakfast'}, {'score': '10', 'comments': 'Will come back!'}, {'score': '8.0', 'comments': 'Weekend city break'}, {'score': '8.0', 'comments': 'Enjoy with the view'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.6', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Amazing!'}, {'score': '10', 'comments': 'Very good'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Value for your money'}, {'score': '10', 'comments': 'Awesome'}, {'score': '8.0', 'comments': 'Stylish hotel at very good location (not touristy areas)'}, {'score': '10', 'comments': 'Fabulous'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'It is city hotel easy to travel . nice room .'}, {'score': '10', 'comments': 'Great service, best gym and pool with views and impeccable hotel'}, {'score': '10', 'comments': 'Excellent Value for Money'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Good hotel to enjoy your vacation!'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Amazing Birthday Experience!'}, {'score': '10', 'comments': 'Awsome. Great hotel.'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Nice stay. Value for money.'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Excellent!'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Great place to stay'}, {'score': '9.0', 'comments': 'Great hotel for business'}, {'score': '9.0', 'comments': 'Very Good!'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'I had a good time here and enjoyed the pool and gym.'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'Stylish hotel easy access but not touristy areas'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Good hotel.. Not too close but not too far from city center..'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Excellent Service'}, {'score': '10', 'comments': 'Perfect'}, {'score': '8.0', 'comments': 'Stranded in Bangkok.'}]"
Hotel Millennium Hilton Bangkok,8.4,"[{'score': '8', 'comments': 'Very nice, clean, modern hotel.'}, {'score': '8.0', 'comments': 'Great Staff, Great Stay, great Location!'}, {'score': '9.0', 'comments': 'Asoke Residence Hotel Wonderful'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'I will return.'}, {'score': '7.0', 'comments': 'Value for money and kind staffs.'}, {'score': '9.0', 'comments': 'Nice stay, Right at the heart of Asoke! Clean & Comfy room, but good luck with the parking!'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '7.0', 'comments': 'KK'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'I just started booking here, and enjoy it so much i keep coming back to stay when i am in bkk'}, {'score': '8.0', 'comments': 'Perfect location'}, {'score': '7.0', 'comments': 'Comfy, close to amenities.'}, {'score': '8.0', 'comments': 'We will be back'}, {'score': '8.0', 'comments': 'Would definitely recommend for an extended stay by a family. Very good value for money.'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'You get more than what you pay!'}, {'score': '7.0', 'comments': 'Good'}, {'score': '8.0', 'comments': ""Great value and attentive to the customer's needs... sometimes""}, {'score': '7.0', 'comments': 'Good'}, {'score': '7.0', 'comments': 'Good'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Good value'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Reasonable value for money'}, {'score': '7.0', 'comments': 'Good'}, {'score': '7.0', 'comments': 'Good'}, {'score': '7.0', 'comments': 'Very good value, excellent location'}, {'score': '7.0', 'comments': 'Good for short city stays'}, {'score': '7.0', 'comments': 'Good'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'Food value for the money'}, {'score': '7.0', 'comments': 'a little dated'}, {'score': '7.0', 'comments': '2 night stay in BK'}, {'score': '9.0', 'comments': 'Great value for money. Hope to come back again.'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Feel comfortable'}, {'score': '8.0', 'comments': 'A good accomodation!'}, {'score': '9.2', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '7.0', 'comments': 'Good'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '7.0', 'comments': 'Good'}, {'score': '8.0', 'comments': 'Good choice'}, {'score': '9.0', 'comments': 'It was enjoyable as the location and reception team are excellent , very good value for money'}, {'score': '9.0', 'comments': 'Perfect location for visiting Bangkok'}, {'score': '7.0', 'comments': 'a well placed quiet hotel with great staff!'}, {'score': '8.0', 'comments': 'Like it!'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'I experienced a nice stay.'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '7.0', 'comments': 'Good'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '7.0', 'comments': 'Room for improvement.'}, {'score': '8.0', 'comments': ""Great value in an excellent position if you're doing business in Bangkok""}, {'score': '9.0', 'comments': 'Recommended!!!!'}, {'score': '9.0', 'comments': 'Everything was good, besides the damn smell mainly in the bathroom'}, {'score': '8.0', 'comments': 'it was to be in their residence'}, {'score': '9.0', 'comments': 'Nice hotel in a city center'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Excellent value for money'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'The best location, huge rooms, low prices, staff was friendly.'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'GOOD VALUE FOR THE MONEY.'}, {'score': '7.0', 'comments': 'Very good for the price I paid.'}, {'score': '9.0', 'comments': 'Silom Stay'}, {'score': '8.0', 'comments': 'Lovely hotel and lovely stay'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Nice hotel'}, {'score': '8.0', 'comments': 'Very good'}, {'score': '8.3', 'comments': 'Close, clean, comfortable.'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '7.5', 'comments': 'Good'}, {'score': '8.8', 'comments': 'Excellent'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '7.0', 'comments': 'Good'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'We really are impressed as we booked a standard double room but the staff give us a family room.'}, {'score': '9.2', 'comments': 'Wonderful'}, {'score': '9.2', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'Very nice hotel. Pleasant and helpful staff. Good location. Kap khun krap'}, {'score': '8.0', 'comments': 'Good option in Bankok'}, {'score': '7.0', 'comments': ""Not luxury, but it's worth more than the price.""}, {'score': '7.0', 'comments': 'Good location, dated but comfortable rooms'}, {'score': '9.0', 'comments': 'Good location for the ""Bangkok experience"".'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'we enjoy our short stay at this Hotel, very friendly staff.'}, {'score': '8.0', 'comments': 'Comfortable and convenient hotel'}, {'score': '9.0', 'comments': 'Wonderful'}]"
Hotel Novotel Bangkok Platinum Pratunam - SHA Certified,8.5,"[{'score': '10', 'comments': 'feels like home'}, {'score': '9.0', 'comments': 'Staycation'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '7.0', 'comments': 'Good'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Really enjoyed our staycation!'}, {'score': '10', 'comments': 'Relaxing'}, {'score': '10', 'comments': 'EXCELLENT!'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'Two thumbs up.'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Perfect for what we wanted'}, {'score': '9.0', 'comments': 'beautiful, reminiscing and excellent stay. so relaxing and calm, wants to be back again.'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'we will come back for sure'}, {'score': '10', 'comments': 'It was a wonderful stay and the hotel is worth recommending.'}, {'score': '8.0', 'comments': 'Very good and great location'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'If you are looking the best hotel. The hotel Novotel the best for you!'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '7.0', 'comments': 'Short but Sweet.'}, {'score': '9.0', 'comments': 'great stay.'}, {'score': '10', 'comments': 'Great hotel in a great location'}, {'score': '7.9', 'comments': 'Good'}, {'score': '9.0', 'comments': 'I am actually very happy with my stay in the hotel, apart from the gym running machine.'}, {'score': '8.0', 'comments': 'Fashion Outlet in Bangkok'}, {'score': '10', 'comments': 'Awesome!'}, {'score': '9.0', 'comments': 'Good!'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Excellent location, room and view.'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'It was an enjoyable stay'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'we will be back :)'}, {'score': '9.0', 'comments': 'Overall is a very pleasant stay'}, {'score': '7.0', 'comments': 'Good'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.3', 'comments': 'Very Good'}, {'score': '9.2', 'comments': 'Need to update the menu its to old'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Hotel with excellent location'}, {'score': '8.8', 'comments': 'A place to live & Shop'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'I will recommend this hotel to my family'}, {'score': '7.9', 'comments': 'Lots of shopping and eating'}, {'score': '7.9', 'comments': 'Good'}, {'score': '7.0', 'comments': ""This time it's just good hotel.""}, {'score': '9.2', 'comments': 'AWESOME F&B TEAM 🤗🤗'}, {'score': '8.8', 'comments': 'Novotel Center for Shopping addicts'}, {'score': '9.0', 'comments': 'My stay at this hotel was very good and definitely will recommend it to others as well.'}, {'score': '8.3', 'comments': 'Reflection @ Novotel.'}, {'score': '7.1', 'comments': 'Good'}, {'score': '10', 'comments': 'In the heart of Bangkok'}, {'score': '9.6', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'Great'}, {'score': '8.0', 'comments': 'Superb location'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.2', 'comments': 'Wonderful'}, {'score': '9.6', 'comments': 'Exceptional'}, {'score': '7.5', 'comments': 'Good'}, {'score': '10', 'comments': 'Good location, good food and helpfull staff'}, {'score': '9.6', 'comments': 'Perfect location'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'awesome'}, {'score': '10', 'comments': 'Nice place to stay and very accessible to many places.'}, {'score': '9.6', 'comments': 'Exceptional'}, {'score': '9.2', 'comments': 'Love the Water Taxi!'}, {'score': '7.1', 'comments': 'Good'}, {'score': '9.2', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Nice experiencd'}, {'score': '7.1', 'comments': 'Novotel'}, {'score': '7.0', 'comments': 'Good'}, {'score': '7.0', 'comments': 'Nice stay'}, {'score': '7.0', 'comments': 'Good experience'}, {'score': '8.8', 'comments': 'Great location for shopping'}, {'score': '9.2', 'comments': 'Wonderful'}, {'score': '9.2', 'comments': 'Wonderful'}, {'score': '7.9', 'comments': 'Romantic getaway'}, {'score': '9.6', 'comments': 'The counter staffs should have more smile'}, {'score': '9.2', 'comments': 'Wonderful'}, {'score': '9.6', 'comments': 'Almost perfect'}, {'score': '8.8', 'comments': 'Excellent'}, {'score': '9.6', 'comments': 'fantastic'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '7.9', 'comments': 'Great location'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Feedback on Novotel Bangkok Platinum Pratunam.'}, {'score': '8.3', 'comments': 'Nice place for family'}, {'score': '10', 'comments': 'My family fav!'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '7.5', 'comments': 'Good'}, {'score': '10', 'comments': 'Great stay, cool location and best staffs!'}, {'score': '7.5', 'comments': 'Good 1st time stay'}, {'score': '10', 'comments': 'Bangkok Trip'}, {'score': '9.6', 'comments': 'Exceptional'}, {'score': '7.9', 'comments': 'Good'}]"
Hotel Bangkok Marriott Hotel Sukhumvit,8.9,"[{'score': '9.9', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Helpful staff with lots of patience & kindness :) thank you for making everything better!*'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'Exceptional staff was perfect'}, {'score': '8.0', 'comments': 'stress free and comfortable'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': ""I'll be back but keep working harder Marriott""}, {'score': '8.0', 'comments': 'I just dont like connecting room'}, {'score': '8.0', 'comments': 'Disappointed You dont receive Bonvoy reward pijnhts if u book thru other companies..... that was on'}, {'score': '10', 'comments': 'Great service'}, {'score': '8.0', 'comments': 'One night stay'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Excellent'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'would recommend'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'It was such a great time.'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Superb value'}, {'score': '9.0', 'comments': 'Great location. Great service. Definitely worth another visit.'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Great for a getaway'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'Excellent'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Everything is good but old man Reception not okay. very aggressive to customer.'}, {'score': '10', 'comments': 'Perfect'}, {'score': '8.0', 'comments': 'Everything ok only some staff bad talking'}, {'score': '10', 'comments': 'perfect stay.great bed. everything perfect'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'Excellent service'}, {'score': '10', 'comments': 'Great value... very comfortable. Professional staff!'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'Worth your stay!'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'HAPPY'}, {'score': '10', 'comments': 'Best hotel in bkk'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.6', 'comments': 'Was nice and clean'}, {'score': '8.3', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Worth every bhat'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Great staff, convenient and comfortable.'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.6', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Good as usual'}, {'score': '9.0', 'comments': '4 days'}, {'score': '9.0', 'comments': 'A Nice Stay'}, {'score': '9.6', 'comments': 'Exceptional'}, {'score': '9.2', 'comments': 'Wonderful'}, {'score': '9.6', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '7.9', 'comments': 'Good'}, {'score': '10', 'comments': 'The customer service at this hotel is outstanding.'}, {'score': '7.9', 'comments': 'Good'}, {'score': '8.8', 'comments': 'Excellent'}, {'score': '10', 'comments': 'Can’t wait to return'}, {'score': '9.0', 'comments': 'Nice rooms and great location'}, {'score': '9.0', 'comments': 'Marriott Sukhumvit'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Great hotel, super convenient location, amazing staff.'}, {'score': '9.0', 'comments': 'nice and easy to reach hotel with friendly and efficient staff'}, {'score': '9.2', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'A little pricy But 10/10 worth the Money.'}, {'score': '9.2', 'comments': 'Wonderful'}, {'score': '7.9', 'comments': 'Good'}, {'score': '10', 'comments': 'Perfect Hotel'}, {'score': '10', 'comments': 'One of the fanciest place in the great location in Thonglor'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Perfect location easy to travel in Bangkok .'}, {'score': '10', 'comments': 'Wonderful, great staff, excellent service'}, {'score': '8.0', 'comments': 'Nice but expensive stay in Bangkok'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.2', 'comments': 'Wonderful'}, {'score': '9.2', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Comfortable and hospitable stay'}, {'score': '10', 'comments': 'Amazing Hotel, Great Rooftop bar and in a good location!'}, {'score': '9.2', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Great location - Great facilities!'}, {'score': '7.5', 'comments': 'Good'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Very nice hotel with great people working in hotel.'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Exceptional'}]"
