Hotels,Reviews,Ratings
"Hotel Mandarin Oriental, Kuala Lumpur","[{'score': '10', 'comments': 'Best hotel to stay in Kuala Lumpur'}, {'score': '9.0', 'comments': 'nice, comfortable and recommended'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Awesome staycation'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Perfect location with seamlessly efficient service and elegant charm. Highly recommend this hotel.'}, {'score': '10', 'comments': 'Clean, good breakfast buffet, follow sop, great view, clean pool, friendly staff, free parking'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Awesome!'}, {'score': '10', 'comments': 'Excellent and very enjoyable'}, {'score': '10', 'comments': 'Nice room, nice ambience'}, {'score': '8.0', 'comments': 'good'}, {'score': '9.0', 'comments': 'Awesome hotel'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Good staycation'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Highly Recommended'}, {'score': '10', 'comments': 'Had a great experience at Mandarin Oriental. Fabulous staffs. Nice place, amazing view of twin tower.'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Overall the hotel is great'}, {'score': '10', 'comments': 'Top hotel in KL'}, {'score': '8.0', 'comments': 'Quick mini staycation'}, {'score': '9.0', 'comments': '👍'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.3', 'comments': 'Friendly staff'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Great staycation!'}, {'score': '9.0', 'comments': 'Excellent service'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'A very good weekend stay'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'I really enjoy the service of the staff and will definitely come back for another staycation.'}, {'score': '10', 'comments': 'Stellar hospitality'}, {'score': '10', 'comments': 'Great customer service experience!'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'Na'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'Good experience, value for money'}, {'score': '10', 'comments': 'We enjoyed every moments during our stay being located in the heart of Kuala Lumpur.'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'Very good'}, {'score': '10', 'comments': 'The perfect 10'}, {'score': '8.0', 'comments': '85%'}, {'score': '9.0', 'comments': 'Excellent relaxing little break. Great staff and food.'}, {'score': '9.0', 'comments': 'Luxury staycation & relaxing'}, {'score': '9.0', 'comments': 'Covid Staycation'}, {'score': '8.0', 'comments': 'Good'}, {'score': '10', 'comments': 'Excellent.The staffs went out of way to assist me as i was recovering from my knee surgery'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Staycation for our son’s 1st Birthday'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Excellent Staycation!'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'MO more'}, {'score': '8.0', 'comments': 'Good but not perfect'}, {'score': '10', 'comments': 'will comeback again!'}, {'score': '8.0', 'comments': 'Nice short holiday for my family and I.'}, {'score': '9.0', 'comments': 'This is my third visit to MO and their services still tip top'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Worth every penny!'}, {'score': '8.0', 'comments': 'Nice & comfortable'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Superb Internet for the conference meeting.'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Everything was great, except for very long queue during check in eventhough I check in around 5.30 pm.'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'i will definitely come again for another visit. maybe hi-tea or lunch at their chinese restaurant.'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'Overnight stay with my kids - lovely way to unwind and relax!'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'A tremendous weekend gateway with extraordinary service and facilities'}, {'score': '10', 'comments': 'World class'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'Excellent'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'Only the carpark lighting is not bright enough. Its scAry to get to the car alone.'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Everything was good except for the late check in'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Staff was friendly and really helpful 🥰'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Overall is good'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'Oh My Mandarin'}, {'score': '9.0', 'comments': 'Wonderful'}]",9.1
Hotel Grand Hyatt Kuala Lumpur,"[{'score': '10', 'comments': 'Excellent.'}, {'score': '8.0', 'comments': 'So convenient that I had my best rest/sleep ever 😊'}, {'score': '10', 'comments': 'Great... nothing to complain'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'Enjoyable'}, {'score': '9.0', 'comments': 'Great place to stay for a weekend for locals'}, {'score': '8.0', 'comments': 'Staycation During Ramadhan Month'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'what can I say, truly 5-Star (& more!)'}, {'score': '10', 'comments': 'Superb'}, {'score': '10', 'comments': 'It was wonderful to wake up to KL skyline view from the bed. The perfect and unforgettable stay!'}, {'score': '8.0', 'comments': 'Great Staycation with Twin Towers View'}, {'score': '8.0', 'comments': 'No word to describe for my styaing here, all is perfect and awesome!!! Great Job'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'Great customer service, awesome view!'}, {'score': '10', 'comments': 'Undeniably WORTHWHILE!'}, {'score': '10', 'comments': 'amazing'}, {'score': '9.0', 'comments': 'Great staycation experience...'}, {'score': '9.0', 'comments': 'Memorable'}, {'score': '10', 'comments': 'A nice place to indulge and looking over city view'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Excellent view of twin towers'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'Comfortable.'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'a nice retreat'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'Amazing'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Excellent gateway'}, {'score': '9.0', 'comments': 'Comfortable'}, {'score': '10', 'comments': 'Superb STAYCATION!'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'awesome!'}, {'score': '9.0', 'comments': 'The Staffs were attentive, frenly & very helpful, always with a smile.'}, {'score': '9.0', 'comments': 'Satisfy'}, {'score': '9.0', 'comments': 'It was a great stay and will definitely go again'}, {'score': '10', 'comments': 'Excellent'}, {'score': '8.0', 'comments': 'enjoy and making this as par to other hotel.'}, {'score': '8.0', 'comments': 'Clean but delay at registration counter. Almost 2 hours waiting'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Awesome'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'it was memorable since it was my honeymoon trip'}, {'score': '10', 'comments': 'Best honeymoon stay ever ....'}, {'score': '10', 'comments': 'Everything good except the meals pricey.'}, {'score': '9.0', 'comments': 'Relaxing and memorable weekend getaway.'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'Nice and awesome'}, {'score': '10', 'comments': ""I'm feeling Grand!""}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Wonderful Experience!'}, {'score': '10', 'comments': 'Have a memorable time'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Amazing'}, {'score': '9.0', 'comments': 'Memorable 21st Wedding Anniversary Get-Away, Definite comeback to enjoy longer Staycation'}, {'score': '10', 'comments': 'Excellent'}, {'score': '9.0', 'comments': 'Small bath tub'}, {'score': '10', 'comments': 'Prefect!'}, {'score': '10', 'comments': 'Overal staying with family superb'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'COOL !'}, {'score': '10', 'comments': 'My family was so happy stay here so much. Thanks for the good service. Just love it 💗especially buffet breakfast was hea'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'Awesome!'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'Wonderful stay! Always accommodating.'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Excellent Stay!'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Definitely the best hotel ever in kuala lumpur'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Best hotel so far!! Include gym facilities and the foood. Would love to come again for weekend staycation.'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Pleasant stay'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'Marvelous staycation'}, {'score': '10', 'comments': '“Perfect City Getaway”'}, {'score': '10', 'comments': 'Great hotel in the heart of town'}, {'score': '10', 'comments': 'I really had a great time staying at the hotel!'}, {'score': '8.0', 'comments': 'Super comfortable with everything and definitely will visit again next time'}, {'score': '10', 'comments': 'Warm hospitality'}, {'score': '10', 'comments': 'Good for Couple in honeymoon mood 😊'}, {'score': '10', 'comments': 'Amazing Views'}, {'score': '10', 'comments': 'View is Spectacular'}, {'score': '10', 'comments': 'The best hotel to stay'}, {'score': '10', 'comments': '5 stars hotel'}, {'score': '9.0', 'comments': 'City staycation'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'SUPER !!!'}]",9.1
Hotel Traders Hotel Kuala Lumpur,"[{'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'Good location, spacious room'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Great place for staycation. Very near to KLCC.'}, {'score': '9.0', 'comments': 'Excellent!'}, {'score': '9.0', 'comments': 'Wonderful and love it!'}, {'score': '9.0', 'comments': 'Staycation with family'}, {'score': '9.0', 'comments': 'average'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': '5 star hotel indeed'}, {'score': '9.0', 'comments': 'Great location! Great room with a view! The checkin counter, club lounge and concierge staff were very friendly, helpful'}, {'score': '9.0', 'comments': 'Good location & Stunning view'}, {'score': '10', 'comments': 'Comfortable, Warm and very Relaxing. Will be back soon.'}, {'score': '10', 'comments': 'Wonderful KLCC view'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'view is nice'}, {'score': '8.0', 'comments': 'Loved our stay.'}, {'score': '8.0', 'comments': 'A good city weekend getaway'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Great location, the best twin tower view ever'}, {'score': '9.0', 'comments': ""It's was awesome and good. Staff is very helpful and strictly follow the SOP during this COVID-19 Pandemic. The room""}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Tremendous!'}, {'score': '10', 'comments': 'Best stay ever.'}, {'score': '8.0', 'comments': 'Warm reception. Good stay. Convenient. Will come back.'}, {'score': '10', 'comments': 'staff very friendly..comfortable..'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Comfortable to stay for work or staycation. TQ'}, {'score': '10', 'comments': 'Good place to stay'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Excellent view of KLCC'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Super slow check in process!'}, {'score': '10', 'comments': ""excellent as they give us extend few hour because of my kid's online class""}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Excellent. Value for money.'}, {'score': '10', 'comments': 'Unbeatable view of KLCC!!'}, {'score': '10', 'comments': 'Great stay, great view.'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'superb.'}, {'score': '8.0', 'comments': 'Comfort staycation'}, {'score': '8.0', 'comments': 'had a good stay with the family'}, {'score': '8.0', 'comments': 'Great stay!'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'the hospitality was good. best hotel ever.'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'I totally recommended to others who want to enjoy a city view holidays and staycation.'}, {'score': '8.0', 'comments': 'Staycation'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'Great location, nice stay'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'My kids very happy staying here.'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'KL Staycation'}, {'score': '10', 'comments': 'Best Staycation ever !'}, {'score': '10', 'comments': 'Excellent experience'}, {'score': '10', 'comments': 'Staycation'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'I enjoyed the staying!'}, {'score': '10', 'comments': 'Skybar'}, {'score': '9.0', 'comments': 'Love it'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': ""Wonderful stay at The Trader's Hotel with room facing the KLCC Petrona Twin Tower""}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'i try to support hotel industries due to the pandemic. it was overall nice staycation for my kids.'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'Lovely place n i will definitely come again'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'My kids very happy stayed there'}, {'score': '10', 'comments': 'Business hotel with killer view.'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'Very good .'}, {'score': '9.0', 'comments': 'Staycation in the city'}, {'score': '10', 'comments': 'Everything was superb'}, {'score': '10', 'comments': 'Excellent place to stay'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Excellent hospitality'}, {'score': '8.0', 'comments': 'Great!!'}, {'score': '10', 'comments': 'Super awesomee staycation'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Excellent staycation'}, {'score': '8.0', 'comments': 'Amazing view, will come again.'}, {'score': '10', 'comments': 'Excellent'}, {'score': '10', 'comments': 'Padu.'}]",8.8
"Hotel The Majestic Hotel Kuala Lumpur, Autograph Collection","[{'score': '10', 'comments': 'Historical feel and beautiful amenities'}, {'score': '8.0', 'comments': 'Great stay'}, {'score': '10', 'comments': 'Enjoyable stay!'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Superb!'}, {'score': '10', 'comments': 'Enjoying a little staycation'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'Excellent'}, {'score': '10', 'comments': 'Booked for a friend'}, {'score': '8.0', 'comments': 'Short stay.'}, {'score': '8.0', 'comments': 'Value for money.'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'Perfect. Periodt.'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Awesome hotel'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'Amazing. Definitely will come again.'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Staycation'}, {'score': '10', 'comments': 'Relaxing'}, {'score': '8.0', 'comments': 'Perfect'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'Thank you for upgrade my room to junior suite'}, {'score': '9.0', 'comments': 'It was an excellent stay.'}, {'score': '8.0', 'comments': 'Superb room and facility but being let down by the breakfast'}, {'score': '10', 'comments': 'Highly Recommended'}, {'score': '10', 'comments': 'Excellent! But could’ve been better with nicer breakfast :('}, {'score': '9.0', 'comments': 'Excellence'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Nice place for staycation if u wish to stay in the room n rest the whole time'}, {'score': '8.0', 'comments': 'Amazing 🤩'}, {'score': '10', 'comments': 'Well Deserved Staycation'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Worthy Stay'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'Upgraded to Ritz Carlton Kuala Lumpur'}, {'score': '8.0', 'comments': 'We enjoyed our stays.'}, {'score': '10', 'comments': 'pleasant'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Excellent staycation'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Awesome for staycation and family trip.. Love the hotel very much, value for money'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Yes I will go for next visit'}, {'score': '8.0', 'comments': 'Relax and comfortable stay'}, {'score': '8.0', 'comments': 'Overall I still enjoyed my stay but i do hope the hotel management will look into the above matters.'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'I love this place sm'}, {'score': '10', 'comments': 'A Night at Majestic'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Good staycation'}, {'score': '9.0', 'comments': 'All good'}, {'score': '10', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'It was an awesome and fantastic stay where the whole family enjoyed and are looking forward to our n'}, {'score': '9.6', 'comments': 'Great hotel'}, {'score': '8.0', 'comments': 'open bathtub, absolute worth of money for much needed me time'}, {'score': '10', 'comments': 'GREAT EXPERIENCE!!!!'}, {'score': '10', 'comments': 'great'}, {'score': '8.0', 'comments': 'Pleasant staycation'}, {'score': '9.0', 'comments': 'Thank youuuuu for your service The Majestic Hotel. Definetely will come back.'}, {'score': '10', 'comments': 'Definitely will come again!'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'Always a treat to stay at The Majestic!'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': '1night stay'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Lovely'}, {'score': '10', 'comments': 'Fantastic stay'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Birthday Staycation'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Awesome'}, {'score': '9.0', 'comments': 'Nice'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Beautiful room, amazing bathroom/tub, good location'}, {'score': '8.0', 'comments': 'A gem'}, {'score': '8.0', 'comments': 'Nice place to stay'}, {'score': '9.0', 'comments': 'Fantastic and worth of penny!'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'It was average but can say nice as well'}, {'score': '10', 'comments': 'Best hotel everrr!'}, {'score': '10', 'comments': 'Very friendly and very helpful staff😁👍🏼'}]",8.9
Hotel Pullman Kuala Lumpur City Centre Hotel & Residences,"[{'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Thanks wonderful Pullman ❤️🇲🇾'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Good'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Wonderful Short Gateaway'}, {'score': '8.0', 'comments': 'Good Hotel to stay in especially with your family'}, {'score': '8.0', 'comments': 'I am comfortable having my good time in Pullman hotel apartment'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'Definitely will come for next stay but without breakfast option..dont think worth of paying it'}, {'score': '10', 'comments': 'ENJOYABLE'}, {'score': '8.0', 'comments': 'overall i like to stay at pullman. will suggest to my friends.'}, {'score': '8.0', 'comments': 'Lovely!'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '9.0', 'comments': 'was a very relaxing stay. will be back with the whole family next time soon.'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '9.0', 'comments': 'Worth your money!'}, {'score': '10', 'comments': 'im happy with pullman'}, {'score': '10', 'comments': 'Great staycation for KLrian! Walking distance to PV, KLCC park and mall. Near to Aquaria too!'}, {'score': '8.0', 'comments': 'Good'}, {'score': '8.0', 'comments': 'Pleasant stay'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'Great hotel but bad experience when check-in!'}, {'score': '8.0', 'comments': 'overall all is good'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Perfect!'}, {'score': '8.0', 'comments': 'Memorable'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'excellent hotel. definately will come back again in future'}, {'score': '10', 'comments': 'Fantastic location.'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'The staff throughout the hotel were very professional, friendly and extremely helpful.'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'Topnotch services'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Friendly Staff & Good Service'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'Perfect'}, {'score': '10', 'comments': 'Relaxing stay'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '8.0', 'comments': 'Strategic location, food taste and selection needs to be improved'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'quality time'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Favourite'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Sweet escape'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'Luxury stay'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '8.0', 'comments': 'AN ENJOYABLE AND GOOD RELAXING STAYCATION IN PULLMAN KL . DEFINITELY WE WILL COME BACK AGAIN TO STAY'}, {'score': '9.0', 'comments': 'Lovely place for staycation. The room is very clean. Friendly staff & great location.'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Yes to the weekend getaway'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Satisfied customer'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Noce place to stay'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Worth my money and Spacious Room'}, {'score': '10', 'comments': 'Awesome short vacay'}, {'score': '10', 'comments': 'Memorable stay'}, {'score': '8.0', 'comments': 'Some improvements'}, {'score': '9.0', 'comments': 'Great staff and service.'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '9.0', 'comments': 'A great hotel'}, {'score': '9.0', 'comments': 'The best stay in kl'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'All good'}, {'score': '9.0', 'comments': 'Wonderful'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Was very pleasantly surprised. Good hotel!'}, {'score': '9.0', 'comments': 'excellent'}, {'score': '10', 'comments': 'Will return for sure'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Overall was excellent, except the breakfast menu.'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'Everything was so nice'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Excellent !'}, {'score': '9.0', 'comments': 'Great place to stay in Kl'}, {'score': '10', 'comments': 'such a good place'}, {'score': '9.0', 'comments': 'overall is a good location, great staffs with a good room'}, {'score': '10', 'comments': 'Exceptional'}, {'score': '8.0', 'comments': 'Very Good'}, {'score': '10', 'comments': 'Amazin place to be next time'}]",8.6
